Car Make,Car Model,Year,Mileage,Price,Fuel Type,Color,Transmission,Options/Features,Condition,Accident
Fiat,Tipo,2020,65617,27443.336,Gasoline,Blue,Manual,"Heated Seats, Leather Seats",New,Yes
Honda,Accord,2020,91179,31613.6,Hybrid,Green,Automatic,"Sunroof, Bluetooth, Heated Seats",New,No
Mercedes,S-Class,2022,41397,4373.984,Hybrid,Black,Automatic,"Bluetooth, Sunroof, Backup Camera, Leather Seats",New,Yes
Fiat,Panda,2017,144285,35788.952000000005,Hybrid,Yellow,Manual,"GPS, Backup Camera, Remote Start, Heated Seats",Like New,Yes
Chevrolet,Malibu,2015,15339,23522.136,Diesel,White,Automatic,"Remote Start, Leather Seats, Sunroof, Bluetooth",Like New,Yes
Kia,Forte,2016,123750,33506.824,Gasoline,Yellow,Automatic,"GPS, Sunroof, Remote Start, Bluetooth",Used,Yes
Subaru,Outback,2019,82683,38735.368,Electric,Green,Manual,"Backup Camera, Leather Seats, GPS",Like New,Yes
BMW,X5,2013,93841,35871.424,Gasoline,Yellow,Manual,Backup Camera,Like New,Yes
Mercedes,E-Class,2014,35015,5908.62,Diesel,Gray,Manual,"Leather Seats, Bluetooth, Backup Camera, GPS",Like New,No
Nissan,Altima,2019,15655,37451.86,Electric,Black,Automatic,"Bluetooth, Remote Start",Used,No
BMW,X5,2016,26204,19163.832,Diesel,Green,Manual,Remote Start,Like New,Yes
Jaguar,I-Pace,2022,70082,26752.016,Electric,Orange,Automatic,GPS,Like New,Yes
Mazda,Mazda3,2017,63122,12379.168,Hybrid,Black,Automatic,"Backup Camera, Leather Seats, Heated Seats, Remote Start",Used,Yes
Subaru,Legacy,2017,112319,32889.0,Hybrid,Yellow,Automatic,Heated Seats,New,Yes
Mercedes,A-Class,2021,36131,21393.232000000004,Diesel,Orange,Manual,"Sunroof, Leather Seats, Heated Seats, Remote Start",New,Yes
Kia,Sorento,2018,140432,9576.528,Gasoline,Brown,Manual,"Remote Start, Backup Camera, Heated Seats",New,Yes
Toyota,Highlander,2018,16139,30531.27,Hybrid,Red,Manual,Remote Start,Used,No
Kia,Sportage,2018,61998,34122.78400000001,Electric,Silver,Automatic,"Sunroof, Remote Start, Heated Seats",Like New,Yes
Hyundai,Sonata,2011,8928,23112.552,Gasoline,Brown,Automatic,Leather Seats,Like New,Yes
Toyota,RAV4,2019,113334,21357.424,Gasoline,Brown,Automatic,"GPS, Backup Camera, Remote Start, Leather Seats",Used,Yes
Mazda,MX-5 Miata,2019,119748,32522.68,Electric,Blue,Manual,"Sunroof, GPS",New,Yes
Chevy,Malibu,2015,137758,10147.464,Gasoline,Blue,Automatic,"Remote Start, Backup Camera, Bluetooth, GPS",Like New,Yes
Chrysler,300,2019,37181,39006.296,Hybrid,Gray,Automatic,"Backup Camera, Sunroof, Heated Seats",Used,Yes
Land Rover,Discovery,2021,71208,18252.72,Hybrid,Blue,Manual,"GPS, Remote Start, Sunroof, Leather Seats",Like New,Yes
Land Rover,Discovery,2019,135476,15973.04,Diesel,Blue,Automatic,"Heated Seats, Backup Camera, Remote Start",Like New,Yes
Subaru,Forester,2019,69833,7254.912,Electric,Orange,Manual,"Heated Seats, Leather Seats, GPS, Sunroof",Used,Yes
Land Rover,Velar,2021,21463,35148.39,Electric,Yellow,Manual,"Remote Start, Sunroof",New,No
Volkswagen,Tiguan,2013,119348,38418.920000000006,Gasoline,Orange,Automatic,Backup Camera,New,Yes
Toyota,Tacoma,2019,14730,43697.71,Hybrid,Yellow,Manual,Remote Start,Used,No
Ford,F-150,2017,89076,7862.567999999999,Hybrid,Yellow,Manual,"Remote Start, Leather Seats, Sunroof",Used,Yes
Fiat,500,2013,100625,30781.55,Gasoline,Red,Automatic,"Leather Seats, GPS, Remote Start",Like New,No
Land Rover,Velar,2012,46899,23458.82,Hybrid,Black,Manual,"GPS, Bluetooth",New,No
Volkswagen,Jetta,2014,139976,23925.968,Hybrid,Gray,Manual,Remote Start,Used,Yes
Toyota,Highlander,2019,22391,10238.328,Hybrid,Green,Manual,"Heated Seats, GPS, Bluetooth, Sunroof",Like New,Yes
Land Rover,Defender,2015,94606,33744.296,Diesel,Red,Manual,"Remote Start, Bluetooth, Sunroof, GPS",Like New,Yes
Subaru,Impreza,2017,113440,16332.34,Electric,Brown,Automatic,"GPS, Heated Seats, Backup Camera",Used,No
Tesla,Model S,2021,107184,25057.736,Diesel,Black,Manual,"GPS, Heated Seats, Sunroof, Bluetooth",Used,Yes
Volkswagen,Jetta,2016,41547,13331.69,Diesel,Gray,Manual,"Remote Start, Backup Camera",Used,No
Chrysler,300,2014,135436,20092.568,Gasoline,Green,Automatic,"Sunroof, Leather Seats, Bluetooth",Like New,Yes
Chevy,Traverse,2014,74432,16408.696,Gasoline,White,Manual,"Sunroof, GPS, Backup Camera",Like New,Yes
Chevy,Silverado,2017,39531,24435.072,Diesel,Brown,Automatic,Leather Seats,New,Yes
Kia,Forte,2022,147247,27482.904,Gasoline,Red,Automatic,Heated Seats,Used,Yes
Tesla,Model S,2022,99133,44977.15,Diesel,Orange,Manual,"Bluetooth, Backup Camera, Remote Start",Used,No
Jaguar,XJ,2020,117762,27623.840000000004,Electric,White,Manual,"Backup Camera, Leather Seats, Bluetooth, Sunroof",Used,Yes
Ford,Explorer,2017,96637,7331.248,Diesel,Gray,Automatic,"Leather Seats, Bluetooth, Heated Seats",Used,Yes
Ford,Explorer,2012,17204,12626.52,Gasoline,Brown,Manual,"GPS, Heated Seats, Leather Seats",New,Yes
Volkswagen,Tiguan,2011,100120,10022.696000000002,Hybrid,Blue,Manual,Backup Camera,Like New,Yes
Chevy,Traverse,2010,79778,20991.55,Diesel,Brown,Manual,Sunroof,Like New,No
Subaru,Legacy,2015,57366,33022.96,Hybrid,Orange,Automatic,"Backup Camera, Leather Seats, Heated Seats, Sunroof",New,Yes
Chrysler,Voyager,2010,62947,32261.44,Hybrid,Silver,Automatic,"Remote Start, Backup Camera",New,Yes
Kia,Sportage,2010,131505,19030.896,Electric,Silver,Automatic,"Backup Camera, Heated Seats",New,Yes
Land Rover,Evoque,2020,130949,4306.608,Hybrid,Red,Automatic,Bluetooth,Used,Yes
Honda,Fit,2022,74794,6488.728,Gasoline,Gray,Manual,"GPS, Heated Seats, Backup Camera, Leather Seats",Used,Yes
Ford,Mustang,2022,14125,22669.432,Hybrid,Blue,Manual,Leather Seats,Like New,Yes
Audi,Q5,2010,124628,6793.6,Hybrid,Brown,Manual,"Sunroof, Heated Seats, GPS",New,Yes
Kia,Soul,2019,145093,20960.104000000003,Electric,White,Manual,GPS,Used,Yes
Volkswagen,Beetle,2019,132877,35330.112,Electric,Orange,Manual,"Remote Start, Sunroof, Bluetooth",New,Yes
Subaru,Forester,2021,67422,22542.368,Hybrid,Brown,Automatic,"Bluetooth, Sunroof",New,Yes
Fiat,Tipo,2011,18574,20370.944000000003,Gasoline,Yellow,Automatic,"Bluetooth, Sunroof, Leather Seats",Used,Yes
Fiat,500X,2022,30257,39944.512,Diesel,Black,Automatic,"Sunroof, Backup Camera",Like New,Yes
Mazda,Mazda6,2017,18582,13029.36,Electric,Orange,Manual,"Heated Seats, Backup Camera, Sunroof, Leather Seats",Used,Yes
Hyundai,Kona,2020,115168,39826.584,Electric,Orange,Automatic,"Remote Start, GPS",New,Yes
Subaru,Forester,2017,124280,20325.656000000003,Diesel,Orange,Automatic,"Backup Camera, Remote Start",Used,Yes
Hyundai,Santa Fe,2012,67766,7570.224000000001,Gasoline,Green,Manual,Leather Seats,Like New,Yes
Honda,Pilot,2017,110520,32484.952000000005,Gasoline,Yellow,Automatic,"Backup Camera, Bluetooth, Remote Start, Sunroof",Like New,Yes
Audi,A4,2012,89963,18419.8,Hybrid,Blue,Manual,"Bluetooth, Leather Seats, Remote Start, Sunroof",New,Yes
Subaru,Impreza,2019,63037,24449.408,Hybrid,White,Automatic,"Backup Camera, Leather Seats, Bluetooth",Used,Yes
Chrysler,Pacifica,2016,32521,17900.512,Diesel,Green,Manual,"Leather Seats, Backup Camera",Used,Yes
Chevrolet,Malibu,2015,126421,18620.744,Diesel,White,Automatic,"Backup Camera, Leather Seats, Remote Start, Bluetooth",New,Yes
Jaguar,XF,2015,83134,5248.992,Diesel,Brown,Manual,"GPS, Remote Start, Sunroof",Like New,Yes
Audi,A4,2016,67281,30300.85,Electric,Gray,Manual,Remote Start,New,No
Chevrolet,Malibu,2019,58447,20611.272,Diesel,Green,Automatic,"Sunroof, Bluetooth",New,Yes
Mercedes,E-Class,2021,113439,29419.840000000004,Hybrid,Black,Automatic,"Backup Camera, GPS, Sunroof, Remote Start",New,Yes
Volkswagen,Tiguan,2016,123154,8785.928,Diesel,Gray,Manual,"Sunroof, Leather Seats, GPS, Bluetooth",Like New,Yes
Land Rover,Range Rover,2010,28905,11068.112,Gasoline,Gray,Automatic,"Bluetooth, Remote Start",Used,Yes
Tesla,Model Y,2022,100856,4488.52,Gasoline,Brown,Automatic,"Bluetooth, GPS, Leather Seats",New,Yes
Tesla,Model S,2022,52048,13421.888,Electric,Yellow,Manual,"Sunroof, Backup Camera",Used,Yes
Tesla,Model Y,2010,144845,18308.912,Diesel,Brown,Manual,"Remote Start, Sunroof, Leather Seats, GPS",New,Yes
BMW,3 Series,2013,50791,4056.576000000001,Gasoline,Silver,Manual,"GPS, Remote Start, Heated Seats",New,Yes
Fiat,Doblo,2018,84587,35081.704,Hybrid,Blue,Manual,Sunroof,Like New,Yes
Chevy,Camaro,2014,56157,29778.416,Hybrid,Silver,Manual,GPS,Like New,Yes
Volkswagen,Jetta,2015,40238,36306.064000000006,Electric,Blue,Automatic,"Remote Start, GPS, Backup Camera",Like New,Yes
Chevrolet,Cruze,2013,110512,25303.744,Diesel,Green,Automatic,"Leather Seats, GPS, Remote Start, Backup Camera",Like New,Yes
Jaguar,XE,2018,71243,11650.36,Diesel,White,Manual,"Heated Seats, GPS, Backup Camera, Sunroof",Like New,Yes
Toyota,Highlander,2014,48061,26407.264000000003,Hybrid,Red,Automatic,Heated Seats,Like New,Yes
BMW,X3,2022,68614,23557.616,Diesel,Silver,Manual,"GPS, Bluetooth",Used,Yes
Hyundai,Kona,2013,11974,14791.936,Hybrid,Black,Automatic,"Leather Seats, Backup Camera, GPS, Bluetooth",Like New,Yes
Ford,Focus,2022,65034,20273.544,Gasoline,White,Automatic,"GPS, Bluetooth",Used,Yes
Porsche,Taycan,2011,86068,12292.448,Electric,White,Manual,"Heated Seats, Bluetooth, GPS, Leather Seats",Used,Yes
Land Rover,Range Rover,2020,80323,14315.232000000002,Diesel,Brown,Automatic,"Remote Start, Sunroof, Leather Seats",Like New,Yes
Subaru,Crosstrek,2015,127938,15396.608,Gasoline,Black,Manual,"Bluetooth, GPS, Leather Seats",New,Yes
Ford,Escape,2010,89488,49428.73,Electric,Brown,Manual,"GPS, Remote Start, Sunroof",New,No
Jaguar,I-Pace,2014,64372,10893.536,Gasoline,Blue,Automatic,Heated Seats,Used,Yes
Mazda,CX-5,2012,55493,9486.424,Gasoline,Blue,Automatic,"Heated Seats, Leather Seats, Bluetooth",New,Yes
Volkswagen,Jetta,2014,31883,20303.224,Hybrid,Brown,Automatic,"Heated Seats, Backup Camera",Used,Yes
Tesla,Model S,2021,102171,11237.456,Gasoline,Green,Automatic,Remote Start,Used,Yes
Mercedes,A-Class,2015,76811,8117.272000000001,Gasoline,Yellow,Manual,Heated Seats,New,Yes
Subaru,Forester,2016,34749,33311.824,Hybrid,Black,Automatic,"Leather Seats, Heated Seats",New,Yes
BMW,X3,2018,147470,22790.272,Gasoline,Black,Manual,"GPS, Bluetooth, Heated Seats, Leather Seats",New,Yes
Jaguar,XJ,2020,87110,8106.224000000001,Gasoline,Blue,Manual,"Backup Camera, Sunroof, Bluetooth, Remote Start",New,Yes
Subaru,Forester,2015,119045,15747.04,Diesel,Red,Automatic,"Heated Seats, Bluetooth",Used,Yes
Nissan,Altima,2019,120601,13810.208,Diesel,Gray,Manual,GPS,New,Yes
Jaguar,XE,2021,53139,6513.984,Hybrid,Black,Manual,"Heated Seats, Leather Seats",Used,Yes
Chevy,Malibu,2020,15366,38355.6,Electric,White,Automatic,Sunroof,New,Yes
Fiat,Panda,2021,84245,21794.288,Diesel,Brown,Manual,Sunroof,New,Yes
Volkswagen,Beetle,2011,139214,22355.216,Hybrid,Gray,Automatic,"Sunroof, Heated Seats, Leather Seats, Backup Camera",New,Yes
Chevy,Equinox,2012,26655,11146.272,Gasoline,Red,Manual,"Bluetooth, Backup Camera, Leather Seats, Sunroof",Like New,Yes
Jaguar,XJ,2015,124716,10858.496,Electric,Brown,Manual,Bluetooth,New,Yes
Jaguar,XJ,2011,117432,49039.14,Hybrid,White,Manual,"Leather Seats, Bluetooth",Used,No
Chevy,Silverado,2017,39227,8309.144,Electric,Orange,Manual,Backup Camera,Used,Yes
Honda,Pilot,2021,14412,7559.456,Electric,Silver,Manual,"Heated Seats, Bluetooth, Leather Seats",New,Yes
Land Rover,Evoque,2013,34173,36072.56,Diesel,Gray,Manual,"Heated Seats, Sunroof, Backup Camera, Remote Start",Used,Yes
Tesla,Model X,2021,37183,19950.256,Gasoline,Brown,Automatic,"Remote Start, GPS",Like New,Yes
Toyota,RAV4,2016,136479,20203.28,Hybrid,Gray,Automatic,Backup Camera,Used,Yes
Porsche,Macan,2013,119363,34546.25,Hybrid,Black,Automatic,"GPS, Bluetooth, Heated Seats, Remote Start",New,No
Fiat,500X,2012,53458,20508.048000000003,Electric,Brown,Manual,"Remote Start, Heated Seats, GPS, Leather Seats",New,Yes
BMW,5 Series,2020,112544,37432.312,Gasoline,Red,Manual,"Remote Start, Sunroof, Heated Seats, Bluetooth",New,Yes
Fiat,Doblo,2017,36340,35283.136,Gasoline,Brown,Manual,Heated Seats,New,Yes
Ford,Focus,2015,105026,27804.15,Gasoline,Silver,Manual,"Heated Seats, Sunroof",Used,No
Porsche,911,2015,40582,22619.84,Diesel,White,Manual,"Remote Start, Backup Camera, Leather Seats, Heated Seats",Like New,Yes
Mazda,CX-9,2014,6049,5170.432000000001,Gasoline,Gray,Automatic,"Bluetooth, Sunroof",Like New,Yes
Mercedes,E-Class,2010,28959,25135.416,Gasoline,Brown,Automatic,"Backup Camera, Sunroof, Heated Seats",Used,Yes
Mazda,CX-5,2019,45079,26112.736,Hybrid,Green,Manual,"Leather Seats, Backup Camera, Sunroof, Heated Seats",New,Yes
Land Rover,Evoque,2015,131981,17798.34,Electric,Black,Automatic,Heated Seats,Used,No
Porsche,Cayenne,2010,131589,35096.66,Hybrid,Orange,Manual,"Leather Seats, Remote Start, GPS, Backup Camera",New,No
Toyota,Corolla,2022,106001,38741.36,Electric,Red,Automatic,Bluetooth,Used,No
Hyundai,Kona,2020,89928,26458.856,Hybrid,Blue,Manual,"Heated Seats, Leather Seats, GPS, Bluetooth",Like New,Yes
Porsche,Panamera,2010,13037,36278.504,Diesel,Orange,Manual,GPS,New,Yes
Mercedes,A-Class,2020,117438,13133.848000000002,Electric,Green,Automatic,"Sunroof, Heated Seats",New,Yes
Chrysler,Voyager,2016,87071,31779.416,Diesel,Red,Automatic,GPS,Like New,Yes
Fiat,500X,2014,99546,30098.384000000005,Electric,Green,Manual,"GPS, Backup Camera",New,Yes
Ford,Escape,2020,96168,19639.296,Diesel,Blue,Automatic,"Remote Start, Sunroof, Heated Seats",New,Yes
BMW,3 Series,2014,12984,37023.512,Electric,Orange,Manual,Remote Start,New,Yes
Tesla,Model S,2013,83867,6808.103999999999,Hybrid,Orange,Manual,"Remote Start, Leather Seats, Bluetooth",Used,Yes
Hyundai,Kona,2022,20635,19162.04,Electric,Black,Manual,Bluetooth,Used,No
Porsche,911,2020,83253,12018.768,Hybrid,Gray,Automatic,"Bluetooth, Remote Start, Leather Seats",New,Yes
Land Rover,Discovery,2010,104723,32800.67,Hybrid,Green,Manual,"GPS, Bluetooth, Sunroof",Like New,No
BMW,X7,2018,115634,18605.208,Diesel,Green,Manual,Sunroof,Used,Yes
Chevrolet,Malibu,2012,13603,10644.344,Hybrid,Green,Automatic,"Leather Seats, Backup Camera",Used,Yes
Subaru,Crosstrek,2019,143775,23325.888000000003,Hybrid,Gray,Automatic,"Leather Seats, Sunroof",Used,Yes
Honda,Civic,2017,27713,10221.112,Diesel,Blue,Manual,"Leather Seats, Remote Start",Like New,Yes
Hyundai,Sonata,2013,46659,27206.496000000003,Diesel,Orange,Automatic,"Backup Camera, Sunroof",Like New,Yes
Mazda,Mazda3,2013,41731,35066.576,Gasoline,Gray,Automatic,"Heated Seats, Remote Start",New,Yes
Mercedes,S-Class,2015,53415,22055.192000000003,Hybrid,Green,Manual,Leather Seats,Used,Yes
Honda,CR-V,2013,64791,31828.448,Hybrid,Silver,Manual,"Leather Seats, GPS, Remote Start, Backup Camera",New,Yes
Jaguar,XF,2013,27426,20599.536,Electric,Black,Automatic,"Heated Seats, Backup Camera, Bluetooth",Like New,Yes
Chrysler,Pacifica,2020,63354,9301.16,Gasoline,Blue,Manual,"Sunroof, Remote Start, Backup Camera, GPS",Like New,No
Ford,Mustang,2012,13031,16070.38,Hybrid,Gray,Manual,"Sunroof, Remote Start, Leather Seats, Bluetooth",New,No
Subaru,Impreza,2014,74356,27141.040000000005,Hybrid,Orange,Manual,Leather Seats,Used,Yes
Chrysler,Voyager,2019,17253,24609.06,Electric,Silver,Manual,Remote Start,Like New,No
Chrysler,Voyager,2014,143632,35204.752,Hybrid,Gray,Manual,"Sunroof, Heated Seats, GPS, Backup Camera",New,Yes
Chrysler,Voyager,2021,135944,15367.072,Diesel,Yellow,Automatic,"Heated Seats, GPS, Bluetooth",Used,Yes
Porsche,Taycan,2016,74008,23379.552,Gasoline,Yellow,Automatic,"Heated Seats, Backup Camera",Like New,Yes
Mazda,MX-5 Miata,2011,9909,6590.85,Hybrid,Brown,Manual,"Heated Seats, Bluetooth, GPS",Like New,No
Audi,A6,2022,64472,12442.192,Hybrid,Green,Manual,"Remote Start, Sunroof, Leather Seats, Backup Camera",Used,Yes
Nissan,Maxima,2019,131367,18749.624,Diesel,Brown,Manual,Heated Seats,Used,Yes
BMW,3 Series,2015,9776,11023.02,Gasoline,Orange,Manual,"Remote Start, Bluetooth, Leather Seats, Backup Camera",Like New,No
Nissan,Altima,2014,77668,6038.080000000001,Gasoline,Black,Automatic,Sunroof,Used,Yes
Chrysler,Voyager,2019,28742,13672.184,Hybrid,Red,Manual,"Sunroof, GPS, Remote Start",Used,Yes
Chevy,Traverse,2022,12200,39757.616,Gasoline,Blue,Automatic,Bluetooth,Like New,Yes
Mercedes,GLC,2015,92596,6105.216,Electric,Gray,Manual,"Leather Seats, Heated Seats, Bluetooth",Like New,Yes
Chrysler,Dodge Durango,2016,80857,29902.288,Diesel,Gray,Manual,"Heated Seats, Leather Seats",Used,Yes
Chrysler,Charger,2017,74077,36583.656,Hybrid,Gray,Manual,"Heated Seats, Leather Seats",Like New,Yes
Kia,Sportage,2014,34506,42010.55,Gasoline,Silver,Manual,"Backup Camera, Sunroof, Bluetooth",Like New,No
Audi,Q5,2011,50115,41837.86,Gasoline,Black,Manual,Bluetooth,Used,No
Mercedes,S-Class,2015,54346,18189.28,Diesel,Orange,Manual,"Heated Seats, Sunroof, Bluetooth",Like New,Yes
Audi,Q7,2012,73818,17737.928,Electric,Brown,Manual,Backup Camera,New,Yes
BMW,X5,2012,50026,9033.160000000002,Gasoline,Brown,Manual,Leather Seats,Like New,Yes
Chevrolet,Cruze,2022,24048,25752.448000000004,Hybrid,Silver,Manual,"Leather Seats, Sunroof",Used,Yes
Porsche,Cayenne,2012,136809,18738.624,Hybrid,Orange,Manual,Leather Seats,New,Yes
Land Rover,Evoque,2010,90962,31263.688,Electric,Gray,Automatic,"Leather Seats, Backup Camera, Sunroof, GPS",New,Yes
Chevrolet,Cruze,2018,109553,13741.464000000002,Gasoline,Blue,Automatic,Heated Seats,New,Yes
Volkswagen,Passat,2013,146010,36691.456,Hybrid,Gray,Manual,"Backup Camera, Remote Start, Heated Seats",New,Yes
Chevrolet,Malibu,2014,18428,10708.36,Electric,White,Manual,"Bluetooth, GPS, Remote Start, Backup Camera",Used,Yes
Tesla,Model Y,2013,64147,19739.552,Hybrid,Red,Automatic,Heated Seats,New,Yes
Honda,CR-V,2011,67181,13711.056,Electric,Yellow,Manual,Backup Camera,Like New,Yes
Fiat,500,2019,73165,7961.264,Gasoline,Red,Automatic,Sunroof,Like New,Yes
BMW,X3,2022,24766,15930.344,Hybrid,White,Automatic,Heated Seats,Used,Yes
Subaru,Outback,2014,81385,25848.48,Diesel,White,Automatic,"Bluetooth, Remote Start, Heated Seats, GPS",New,Yes
Ford,Explorer,2019,67969,36375.0,Electric,Orange,Manual,"Bluetooth, GPS, Sunroof, Remote Start",New,Yes
Jaguar,XE,2019,51218,6902.200000000001,Gasoline,Orange,Manual,"Leather Seats, GPS, Heated Seats, Remote Start",Like New,Yes
Toyota,Camry,2010,60664,10989.056,Hybrid,Red,Automatic,"Bluetooth, Sunroof, Backup Camera",Like New,Yes
Hyundai,Sonata,2021,110754,13474.736,Diesel,Black,Automatic,GPS,Used,Yes
Hyundai,Santa Fe,2019,122817,37360.816,Electric,Red,Manual,"Sunroof, Backup Camera, Remote Start, GPS",New,Yes
Jaguar,I-Pace,2013,119814,15033.624,Electric,Blue,Automatic,"Heated Seats, Leather Seats, Remote Start, GPS",New,Yes
Ford,Mustang,2019,33389,16132.72,Electric,Green,Automatic,Bluetooth,Like New,Yes
Volkswagen,Beetle,2022,46092,20189.008,Diesel,White,Automatic,"Heated Seats, Backup Camera, Sunroof, Bluetooth",New,Yes
Chevy,Traverse,2020,19047,31468.848,Hybrid,Gray,Manual,"Backup Camera, GPS",Like New,Yes
Porsche,Macan,2014,52267,35180.44,Gasoline,Gray,Automatic,"Sunroof, Heated Seats, Backup Camera",Used,Yes
Mercedes,S-Class,2020,63449,13718.136,Diesel,Orange,Automatic,"GPS, Bluetooth, Heated Seats",New,Yes
Kia,Soul,2018,29616,9749.576,Electric,Brown,Manual,Bluetooth,New,Yes
Mercedes,S-Class,2020,137204,9151.416,Hybrid,White,Automatic,Backup Camera,Like New,Yes
Hyundai,Santa Fe,2020,134318,40532.33,Electric,Black,Automatic,Sunroof,Used,No
Fiat,Tipo,2022,74292,11841.248,Diesel,Brown,Automatic,"Heated Seats, GPS, Backup Camera",New,Yes
Chevrolet,Equinox,2014,99935,4441.088,Hybrid,Gray,Manual,"GPS, Sunroof, Backup Camera",New,Yes
Porsche,911,2012,136619,7600.776,Hybrid,Yellow,Manual,"Leather Seats, GPS",Used,Yes
Fiat,Tipo,2012,72383,39599.616,Gasoline,Yellow,Manual,"Remote Start, Leather Seats",New,Yes
Porsche,Macan,2019,40876,30572.0,Hybrid,Black,Automatic,"Backup Camera, Leather Seats",Used,Yes
Mercedes,C-Class,2011,68641,10236.704,Gasoline,Orange,Automatic,GPS,New,Yes
Porsche,Panamera,2019,66434,23522.432,Diesel,Green,Automatic,Remote Start,Used,Yes
Fiat,Doblo,2011,116188,7617.376,Electric,Yellow,Manual,"Remote Start, Leather Seats, Sunroof, Bluetooth",New,Yes
Chevy,Camaro,2019,15029,39979.76,Gasoline,Silver,Manual,Heated Seats,Used,Yes
Toyota,Corolla,2011,18285,23995.304000000004,Hybrid,Yellow,Automatic,"GPS, Backup Camera, Sunroof",New,Yes
Hyundai,Tucson,2016,60926,14690.632,Gasoline,Red,Automatic,Backup Camera,New,Yes
Nissan,Leaf,2018,83949,15080.352,Electric,Yellow,Automatic,"Backup Camera, Bluetooth, Leather Seats, Remote Start",New,Yes
Chrysler,300,2016,142008,10642.584,Hybrid,Black,Automatic,"Remote Start, Heated Seats, Sunroof",Used,Yes
Mazda,Mazda6,2020,99880,11584.576,Diesel,Black,Automatic,"GPS, Leather Seats",Like New,Yes
Jaguar,F-Type,2021,116304,35695.432,Electric,Brown,Manual,"Leather Seats, Backup Camera, Sunroof, Bluetooth",Used,Yes
BMW,5 Series,2013,78376,11712.16,Hybrid,Green,Automatic,GPS,Used,No
Chevrolet,Traverse,2021,87290,21709.936,Diesel,Brown,Automatic,"Leather Seats, Heated Seats",Like New,Yes
Subaru,Outback,2020,92720,11886.352,Electric,Yellow,Automatic,Heated Seats,Like New,Yes
Honda,Accord,2022,98868,37449.8,Electric,Black,Manual,Bluetooth,Used,Yes
Porsche,Taycan,2012,39344,8340.2,Gasoline,Red,Automatic,Heated Seats,Used,Yes
Mercedes,A-Class,2017,69861,29410.88,Hybrid,Black,Automatic,"Bluetooth, Heated Seats",Like New,Yes
Tesla,Model S,2019,134032,14098.0,Electric,Brown,Manual,"Bluetooth, Remote Start, Backup Camera, Leather Seats",New,Yes
Chevrolet,Silverado,2014,54497,15013.984,Hybrid,Gray,Automatic,"Leather Seats, Backup Camera, GPS",New,Yes
Chrysler,Charger,2010,101659,31284.032000000003,Diesel,Yellow,Automatic,Backup Camera,Like New,Yes
Chrysler,Pacifica,2012,38837,14504.760000000002,Electric,Brown,Automatic,"Remote Start, Heated Seats, Sunroof, Bluetooth",Like New,Yes
